text,sentiment,set
"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",positive,train
Oil prices rise over 4% on positive economic data from China,positive,train
Net cash flow from operations is expected to remain positive .,positive,train
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive,train
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",negative,train
Through this transaction we are able to participate in developing the industry .,positive,train
An individual promotion also generated slightly higher-than-expected revenues .,positive,train
"The competition was received with great enthusiasm by the employees , he goes on .",positive,train
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,train
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,train
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,negative,train
"New 737 MAX software flaw found during tests, Boeing sticks to return timeline",negative,train
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",positive,train
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive,train
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive,train
Analysts' view: Market jitters over second COVID-19 wave are an overdue pullback,negative,train
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",positive,train
"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",negative,train
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,train
"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",positive,train
Saudi Arabia flags plan to enrich uranium as U.S. seeks nuclear pact,negative,train
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,train
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,train
Full-year operating result for 2008 was 3.6 million negative .,negative,train
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,positive,train
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive,train
In swaps we trust? Disappearing dollars drive currency trading dependence,negative,train
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,train
The shopping center will have a prime location right next to the Myllypuro metro station .,positive,train
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,positive,train
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive,train
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',positive,train
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",positive,train
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive,train
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive,train
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,train
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,positive,train
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative,train
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,positive,train
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,train
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative,train
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,positive,train
"SoulCycle, Equinox face boycott calls over investor's Trump fundraiser",negative,train
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",positive,train
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,train
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive,train
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",positive,train
Unit costs for flight operations fell by 6.4 percent .,positive,train
Dollar Tree's same-store sales exceed Wall Street expectations,positive,train
"In Q1 of 2009 , Bank of +_land 's net interest income weakened by 10 % to EUR 9.1 mn .",negative,train
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,train
Wall Street falls amid caution on U.S.-China trade dispute,negative,train
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",positive,train
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative,train
Orders received grew by 55 % year-on-year to EUR732m .,positive,train
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",positive,train
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",positive,train
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",positive,train
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,negative,train
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,train
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative,train
"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",positive,train
"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",positive,train
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",negative,train
"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten .",positive,train
It delivers a different user experience and enables us to widen the market we can address . '',positive,train
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,train
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive,train
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",positive,train
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,train
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",positive,train
The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,positive,train
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,train
Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,negative,train
"Cerberus wants well more than 7,000 job cuts at Commerzbank - source",negative,train
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",positive,train
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative,train
This is bad news for the barbeque season .,negative,train
Goldman wants traders to be more like dealmakers and coders,negative,train
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,positive,train
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",positive,train
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,train
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .",positive,train
The estimated synergy benefits are at least EUR7m annually .,positive,train
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",positive,train
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,train
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive,train
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",negative,train
Explainer: Euro zone eyes package to support economy against coronavirus,positive,train
American Airlines seeing slow but steady rise in domestic demand,positive,train
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,train
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,train
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .",positive,train
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative,train
"Several large stocks tacked lower , however .",negative,train
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",negative,train
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -_ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,positive,train
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,positive,train
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,train
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",positive,train
"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,train
Demand for Luckin app surges as Chinese rush to drink up after admission of fraud,negative,train
Most of the layoffs will be in Finland .,negative,train
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",positive,train
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,positive,train
"In the Baltic countries , sales fell by 42.6 % .",negative,train
U.S. Justice Department teams up with states on probe of Big Tech firms,negative,train
"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",negative,train
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",positive,train
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",positive,train
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,train
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",positive,train
U.S. stock rally faces major test as China virus spreads,negative,train
Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,positive,train
Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,positive,train
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive,train
Ferrari to pilot 'Back on Track' employee screening for coronavirus,negative,train
"Primark owner scraps dividend, takes charge for surplus stock as coronavirus crisis hits",negative,train
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",negative,train
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,train
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive,train
"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",positive,train
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive,train
"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",negative,train
- I am pleased that Bjorn Wahlroos has accepted the nomination .,positive,train
Componenta 's objective with this agreement is to increase business on its existing production lines .,positive,train
"At this growth rate , paying off the national debt will be extremely painful .",negative,train
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",positive,train
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,positive,train
Sales by Seppala diminished by 6 per cent .,negative,train
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",negative,train
"Fed keeps rates on hold, points to 'favorable' economic outlook next year",positive,train
The EPS improved to EUR0 .38 from EUR0 .27 .,positive,train
The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,positive,train
`` We were the lowest bidders and now the final approval is awaited . '',positive,train
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",negative,train
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",positive,train
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative,train
U.S.-China strains over Hong Kong and minority rights hinder chance of trade deal,negative,train
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,positive,train
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative,train
Fed says around 600 smaller banks tapped PPP facility in its first days,negative,train
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",negative,train
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",negative,train
UK regulator raps Tesco for unlawfully preventing rival store openings,negative,train
He believes that the soy-oats have a good chance of entering the UK market .,positive,train
"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",positive,train
"Smithfield Foods shuts U.S. bacon, ham plants as coronavirus hits meat sector",negative,train
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,positive,train
"Lyft violates Washington DC sick day law during pandemic, lawsuit claims",negative,train
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",positive,train
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",negative,train
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative,train
Factbox: Non OPEC+ crude oil supply cuts,negative,train
The stock of new machines is reasonably small and new orders bring work .,positive,train
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,positive,train
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative,train
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",positive,train
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative,train
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",positive,train
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,positive,train
"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",positive,train
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,train
Ryanair says 'real risk' it will have no MAX aircraft to fly next summer,negative,train
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",positive,train
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,train
Olvi expects sales and market share to increase in the first quarter of 2010 .,positive,train
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",positive,train
"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",negative,train
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",negative,train
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,positive,train
18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,positive,train
Incap Furniture is presently negotiating staff cuts .,negative,train
'Embarrassing' potential ouster from MSCI index could bruise Turkish markets,negative,train
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative,train
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative,train
Disney says coronavirus could impact consumer behavior,negative,train
Dollar Tree's same-store sales exceed Wall Street expectations,positive,train
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,train
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,positive,train
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,train
Repeats sees 2008 EBITA above 18 pct of sales .,positive,train
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative,train
"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",positive,train
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative,train
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,train
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,train
Ryanair says 'real risk' it will have no MAX aircraft to fly next summer,negative,train
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",negative,train
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,train
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,train
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,train
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,train
The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .,positive,train
U.S. stock rally faces major test as China virus spreads,negative,train
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",positive,train
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",positive,train
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",positive,train
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,negative,train
GSK announced in November 2008 that it would close its operations in Dartford .,negative,train
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,train
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative,train
Germany should make provisions to ensure banks have sufficient capital: OECD,negative,train
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,positive,train
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive,train
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,train
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,train
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative,train
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,train
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,train
Britain to make Huawei decision on 5G by the autumn: digital minister,positive,train
"Turkey's Halkbank dismisses U.S. charges, Erdogan calls them 'ugly'",negative,train
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",positive,train
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,train
Prosecutors challenge antitrust approval of Boeing-Embraer tie-up,negative,train
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",negative,train
Space firm founded by billionaire Paul Allen sold to new owner,negative,train
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,positive,train
"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",positive,train
Alma Media expects its net sales to increase as forecast previously .,positive,train
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,positive,train
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,negative,train
Factbox: OPEC+ talks face challenges over baseline for cuts and U.S. role,negative,train
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive,train
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",positive,train
