text,prob_pos,prob_neg,certainty,sentiment
"Your problems, with Anna Tims  Floored as Harveys constantly failed on its promises to deliver",0.012147169560194016,0.9878528118133545,0.9757056422531605,negative
Governments put 'green recovery' on the backburner,0.30958765745162964,0.6904123425483704,0.3808246850967407,negative
The green recovery  UK government planning new green investment bank,0.9787533283233643,0.02124669961631298,0.9575066287070513,positive
Stamp duty cut fuels surge of interest in London commuter belt,0.1242661401629448,0.8757338523864746,0.7514677122235298,negative
"UK energy efficiency push offers just a third of the investment needed, says report",0.30321574211120605,0.696784257888794,0.3935685157775879,negative
UK launches first online service for groceries in reusable packing,0.958304226398468,0.041695769876241684,0.9166084565222263,positive
Rishi Sunak's capital gains tax review may usher in higher taxes on wealthy,0.07329727709293365,0.9267027974128723,0.8534055203199387,negative
Virgin Atlantic: a successful non-intervention by the Treasury,0.9471859931945801,0.052814021706581116,0.894371971487999,positive
The Guardian view on Covid-19 economics: the austerity con of deficit hysteria,0.4075102210044861,0.5924897789955139,0.18497955799102783,negative
Former Barclays boss apologises for Amanda Staveley 'tart' reference,0.8285923600196838,0.17140765488147736,0.6571847051382065,positive
Hospitality VAT cut may not be passed on to UK consumers,0.03185885772109032,0.9681411385536194,0.9362822808325291,negative
Oprah Winfrey and Jay-Z tap into rising alt-milk star Oatly,0.5943379402160645,0.4056621193885803,0.18867582082748413,positive
"Weak recovery could make unemployment worse than 1980s levels, warns OBR",0.1553986370563507,0.8446013927459717,0.689202755689621,negative
Treasury forecaster's three stark predictions for Britain's economy,0.6965520977973938,0.3034479022026062,0.3931041955947876,positive
UK accounting firms criticised by watchdog for ‘unacceptable’ work,0.21526825428009033,0.7847317457199097,0.5694634914398193,negative
Business live  Hopes for V-shaped recovery fade as UK economy grows 1.8% in May - as it happened,0.5577173233032227,0.44228264689445496,0.1154346764087677,positive
Virgin Atlantic agrees £1.2bn rescue deal amid coronavirus slump,0.5262818932533264,0.4737180769443512,0.05256381630897522,positive
Ireland could randomly test tourists from high-risk countries for Covid-19,0.8104788661003113,0.18952107429504395,0.6209577918052673,positive
British Airways to sell art collection to ease Covid-19 pressures,0.8569320440292358,0.14306794106960297,0.7138641029596329,positive
UK's growth figures dim hopes of V-shaped recovery from Covid-19,0.23475733399391174,0.7652426362037659,0.5304853022098541,negative
Flood strategy 'at odds with Boris Johnson push for mass housing',0.9321451187133789,0.0678548812866211,0.8642902374267578,positive
"UK economy may not recover until end of 2022, Treasury forecaster warns",0.0844927504658699,0.9155072569847107,0.8310145065188408,negative
Face masks 'will deter young shoppers' says JD Sports chairman,0.5853530168533325,0.4146469831466675,0.17070603370666504,positive
Ocado has waiting list of 1 million customers wanting to sign up,0.22465021908283234,0.7753497362136841,0.5506995171308517,negative
"Huawei to be stripped of role in UK's 5G network by 2027, Dowden confirms",0.6539698839187622,0.346030056476593,0.3079398274421692,positive
"End of the office: the quiet, grinding loneliness of working from home",0.07633880525827408,0.9236612319946289,0.8473224267363548,negative
Britain's economy returns to growth more slowly than expected,0.9811848998069763,0.018815092742443085,0.9623698070645332,positive
"Sunak’s Covid-19 package may not be value for money, warns Treasury economist",0.03588069602847099,0.9641192555427551,0.9282385595142841,negative
UK retail sales in June show signs of recovery after covid lockdown,0.2651662826538086,0.7348337173461914,0.4696674346923828,negative
The fast fashion fix: 20 ways to stop buying new clothes for ever,0.9544779658317566,0.04552200064063072,0.9089559651911259,positive
Government hopes cut in red tape will triple UK's battery capacity,0.1946738362312317,0.8053262233734131,0.6106523871421814,negative
"After mixed messages and mess-ups, Johnson bows to the inevitable",0.5058591365814209,0.4941409230232239,0.011718213558197021,positive
UK's expected U-turn on Huawei fails to satisfy Tory rebels,0.8055174350738525,0.19448252022266388,0.6110349148511887,positive
"Nils Pratley on finance  


  Sunak cannot just hope other big firms will follow Primark's furlough stance",0.22764098644256592,0.7723590135574341,0.5447180271148682,negative
Asda equal pay dispute goes to UK supreme court in virtual hearing,0.07758751511573792,0.9224124550819397,0.8448249399662018,negative
Boohoo shares drop 18% as new Leicester factory reports threaten sales,0.021927300840616226,0.9780727028846741,0.9561454020440578,negative
Nationwide to offer low-deposit mortgages after stamp duty move,0.8818185925483704,0.11818139255046844,0.7636371999979019,positive
"Grogonomics  


  To make jobseeker fit for purpose, its temporary rise should be permanent",0.6294045448303223,0.37059545516967773,0.25880908966064453,positive
Offshore wind energy investment quadruples despite Covid-19 slump,0.8162599205970764,0.18374003469944,0.6325198858976364,positive
Halfords to close up to 60 sites despite rise in bike sales in lockdown,0.9816303849220276,0.018369637429714203,0.9632607474923134,positive
Business live  Markets strengthen amid economic recovery hopes - as it happened,0.9485848546028137,0.05141511186957359,0.8971697427332401,positive
What is Huawei and why is its role in UK's 5G so controversial?,0.9050289392471313,0.09497107565402985,0.8100578635931015,positive
"G4S planning more than 1,000 job losses in cash-handling services",0.2889200747013092,0.7110799551010132,0.422159880399704,negative
Johnnie Walker maker creates plastic-free paper-based spirits bottle,0.47124984860420227,0.5287501215934753,0.05750027298927307,negative
Gold trade body urged to suspend refinery over alleged abuses in Tanzania,0.24944724142551422,0.7505527138710022,0.501105472445488,negative
Work begins in Lincolnshire on world's longest subsea power cable,0.9575565457344055,0.04244350269436836,0.9151130430400372,positive
Quiz suspends clothing supplier over Leicester subcontractor concerns,0.2477598488330841,0.7522401809692383,0.5044803321361542,negative
BT boss warns of outages and security risks if UK ditches Huawei,0.2823445498943329,0.7176554203033447,0.43531087040901184,negative
"Three in four UK firms unprepared for Brexit, study shows",0.5917527079582214,0.4082472622394562,0.18350544571876526,positive
UK tobacco sales fell faster after plain packaging rules came into force,0.001904330332763493,0.998095691204071,0.9961913608713076,negative
"Shoppers shun high streets in England and Northern Ireland, data shows",0.40490445494651794,0.5950955152511597,0.19019106030464172,negative
Bono campaign group accuses UK of wasting international aid budget,0.8652240633964539,0.13477592170238495,0.7304481416940689,positive
"Project Syndicate economists  


  Covid-19 is no excuse for sovereign creditors to move the goalposts on debt",0.7934262752532959,0.2065737545490265,0.5868525207042694,positive
Super-rich call for higher taxes on wealthy to pay for Covid-19 recovery,0.38653185963630676,0.6134681701660156,0.22693631052970886,negative
Priti Patel to unveil details of post-Brexit immigration plans,0.8005360960960388,0.1994638741016388,0.6010722219944,positive
Primark turns down £30m windfall from job retention bonus,0.012845958583056927,0.9871540665626526,0.9743081079795957,negative
Post-furlough sums don’t add up for me,0.8845887184143066,0.11541124433279037,0.7691774740815163,positive
Corporations begin cautious return to UK offices after lockdown,0.5266547203063965,0.4733453094959259,0.05330941081047058,positive
"Economics viewpoint  


  Until Covid-19 uncertainty melts away there's little chance of full economic recovery",0.1316748708486557,0.8683251738548279,0.7366503030061722,negative
Of course there's a future for the British fishing industry – on stage,0.7164666652679443,0.28353333473205566,0.43293333053588867,positive
The simplest way to close the racial wealth gap? Direct cash payments,0.7243344187736511,0.27566564083099365,0.44866877794265747,positive
Enough of the psychobabble. Racism is not something to fix with therapy,0.0420483760535717,0.9579516053199768,0.9159032292664051,negative
‘They just got away with paying men more …’ Milestone looms in Asda equal pay fight,0.2873176634311676,0.71268230676651,0.4253646433353424,negative
Precious metal: the gold-standard investment when a crisis hits?,0.46566084027290344,0.534339189529419,0.0686783492565155,negative
"The shifting patterns of English  


  May I have a word about… why it’s a bloodbath on the streets",0.11377637088298798,0.8862236142158508,0.7724472433328629,negative
"Observer business agenda  Sunak will say things are looking up, but OBR has less faith in a rebound",0.08464395254850388,0.9153559803962708,0.8307120278477669,negative
"Business leader  


  Investors are selling Boohoo shares now. They could have intervened far earlier",0.895339846611023,0.10466020554304123,0.7906796410679817,positive
Is too much trade at stake for Britain to stand up to Beijing?,0.13017480075359344,0.8698251843452454,0.7396503835916519,negative
Where in Britain does China spend its money?,0.1487877517938614,0.851212203502655,0.7024244517087936,negative
"Electric cars: five best buys, from new models to used bargains",0.9939847588539124,0.006015262566506863,0.9879694962874055,positive
Boris Johnson urged to clarify message on wearing face masks in shops,0.5613350868225098,0.4386650025844574,0.12267008423805237,positive
Covid-19 has revealed a pre-existing pandemic of poverty that benefits the rich,0.31058982014656067,0.6894102096557617,0.37882038950920105,negative
"‘My parents helped me pack lube’: from sex toys to bidets, the lockdown businesses that boomed",0.2673364281654358,0.7326635718345642,0.4653271436691284,negative
'Pensioners are already suffering': responses to the summer statement,0.09355369955301285,0.9064462184906006,0.8128925189375877,negative
"Leicester factory put lives at risk during lockdown, claims garment worker",0.08977328985929489,0.9102267622947693,0.8204534724354744,negative
Vast Brexit customs clearance centre to be built in Kent,0.5906611680984497,0.4093388617038727,0.18132230639457703,positive
G4S fined £44m by Serious Fraud Office over electronic tagging,0.5780909061431885,0.42190903425216675,0.15618187189102173,positive
The billionaire Boohoo family who started with a market stall in Manchester,0.5441958904266357,0.45580413937568665,0.0883917510509491,positive
Estate agents in England report surge of interest as tax cut spurs on homebuyers,0.07250525802373886,0.9274948239326477,0.8549895659089088,negative
Boohoo shareholder sells off shares in firm worth nearly £80m,0.523938000202179,0.4760620594024658,0.047875940799713135,positive
West End landlord collects less than a third of rent in June,0.022158870473504066,0.9778411984443665,0.9556823279708624,negative
UK travel companies 'must comply with laws on refunds or face legal action',0.586641252040863,0.41335874795913696,0.17328250408172607,positive
Boohoo co-founder Jalal Kamani linked to Leicester garment factory,0.6028509736061096,0.3971490263938904,0.20570194721221924,positive
Divided Libya to restart oil production after six-month shutdown,0.09388548880815506,0.9061145186424255,0.8122290298342705,negative
"Business live  England gets ready to reopen gyms, pools and nail bars as Covid-19 lockdown eases - as it happened",0.729158341884613,0.27084168791770935,0.4583166539669037,positive
The age of extinction  Boris Johnson says newts are a drag on the UK’s economy. Here’s why he’s wrong,0.21654950082302094,0.7834504842758179,0.5669009834527969,negative
"Gyms, pools and nail bars: what the new rules in England allow",0.4796864688396454,0.5203135013580322,0.04062703251838684,negative
Other lives  Mike Wilson obituary,0.28113415837287903,0.7188658714294434,0.43773171305656433,negative
Julia Sawalha furious after being told she is 'too old' for Chicken Run sequel,0.12199921160936356,0.8780007362365723,0.7560015246272087,negative
‘This isn’t really Somerset’: how the rich took over Bruton,0.09309922158718109,0.9069007635116577,0.8138015419244766,negative
Royal Mail fined £1.6m for late deliveries and stamp overcharging,0.9252300262451172,0.07477004826068878,0.8504599779844284,positive
Culture in peril  Coronavirus: hospitality VAT cut will apply to concerts and music festivals,0.05305881425738335,0.9469411373138428,0.8938823230564594,negative
One in 10 of Restaurant Group outlets will not reopen this year,0.32263267040252686,0.6773673295974731,0.3547346591949463,negative
How will we know the US economy is recovering? Here's what I'm watching,0.14761660993099213,0.8523833751678467,0.7047667652368546,negative
Gym Group to reopen most branches in England from 25 July,0.875361442565918,0.12463857978582382,0.7507228627800941,positive
Pubs and restaurants in England trade at half their pre-virus levels,0.4394465982913971,0.5605533719062805,0.12110677361488342,negative
"Nils Pratley on finance  


  Sharon White's radicalism at John Lewis is sorely needed",0.6308555006980896,0.3691444993019104,0.2617110013961792,positive
US push to ease global energy controls as it hands fossil fuels $3bn,0.942135214805603,0.057864829897880554,0.8842703849077225,positive
Boohoo shares bounce back after pledge to improve factory conditions,0.8144221305847168,0.18557792901992798,0.6288442015647888,positive
Kent airport gets green light to reopen as international hub,0.9444336295127869,0.05556634068489075,0.8888672888278961,positive
"Business live  Boots to cut 4,000 jobs as John Lewis to shut eight stores, putting 1,300 jobs at risk - as it happened",0.32560092210769653,0.6743990182876587,0.34879809617996216,negative
Seven ways to help garment workers,0.09081608802080154,0.909183919429779,0.8183678314089775,negative
"Boots and John Lewis to cut 5,300 jobs and close stores",0.18892180919647217,0.8110781908035278,0.6221563816070557,negative
'Left in limbo': Leicester fears local lockdown will go on until mid-August,0.6344866752624512,0.36551329493522644,0.26897338032722473,positive
Man arrested in Solihull over suspected £500k furlough fraud,0.09264672547578812,0.9073532819747925,0.8147065564990044,negative
'No masks': Wagamama criticised over Rishi Sunak photo op,0.093222975730896,0.906777024269104,0.813554048538208,negative
'Phones ringing off the hook' at estate agents after stamp duty cut,0.01217062957584858,0.9878294467926025,0.975658817216754,negative
"Barclays bosses wrote Amanda Staveley off as 'dolly bird', court told",0.14300808310508728,0.8569919466972351,0.7139838635921478,negative
"Sunak's jobs policies badly timed and poorly targeted, says IFS",0.35720306634902954,0.6427969336509705,0.2855938673019409,negative
Our film critic's first drive-in: 'I quietly squeak with excitement',0.461866170167923,0.5381338000297546,0.07626762986183167,negative
Rolls-Royce burned through £3bn in cash owing to Covid-19 crisis,0.4210904836654663,0.5789094567298889,0.1578189730644226,negative
The pelvic mesh scandal makes it clear: doctors must declare any funding,0.6670392155647278,0.33296075463294983,0.33407846093177795,positive
"Boots to cut 4,000 jobs and close stores after dramatic fall in shopper numbers",0.023397618904709816,0.9766023755073547,0.9532047566026449,negative
Workers fight back as US hotels try to lay off staff and hire on the cheap,0.0015517841093242168,0.9984481334686279,0.9968963493593037,negative
Second administrator to scrutinise Laura Ashley collapse,0.636889636516571,0.36311033368110657,0.2737793028354645,positive
Summer statement 2020: IFS airs doubts on 'unprecedented' UK economic stimulus,0.1650540828704834,0.8349459171295166,0.6698918342590332,negative
"John Lewis shuts eight stores with expected loss of 1,300 jobs",0.48712441325187683,0.5128755569458008,0.02575114369392395,negative
China has shown it is willing to pay the economic price of suppressing Hong Kong,0.17866909503936768,0.8213309049606323,0.6426618099212646,negative
Uber Eats to deliver your supermarket shopping with Asda tie-up,0.9671940207481384,0.03280595317482948,0.934388067573309,positive
"Ofgem's £25bn plan puts climate goals at risk, say energy firms",0.4064238369464874,0.5935761332511902,0.18715229630470276,negative
NBN Co to sack 800 workers as ‘initial build’ of network finishes after 10 years,0.4768993854522705,0.5231006145477295,0.046201229095458984,negative
Today in Focus  The Leicester garment factories exposed by Covid-19,0.43179380893707275,0.5682061910629272,0.1364123821258545,negative
"Rio Tinto smelter in New Zealand to close with loss of 1,000 jobs",0.2728472352027893,0.7271528244018555,0.45430558919906616,negative
UK housing market's post-lockdown bounce 'might run out of steam',0.07217757403850555,0.927822470664978,0.8556448966264725,negative
Mass unemployment feared despite Rishi Sunak's 'plan for jobs',0.9826908707618713,0.017309093847870827,0.9653817769140005,positive
'There are too many uncertainties': reactions to the summer statement,0.010693758726119995,0.9893062710762024,0.9786125123500824,negative
International aviation and shipping likely to be added to UK's net zero carbon target,0.944943904876709,0.055056069046258926,0.8898878358304501,positive
Chancellor's 'eat out to help out' plan: how to get value for money,0.6145892143249512,0.38541078567504883,0.22917842864990234,positive
Unions urge Rishi Sunak to do more on unemployment,0.7866637706756592,0.21333618462085724,0.5733275860548019,positive
"VAT cut for restaurants, pub meals and hotels: what will it mean for you?",0.1032954752445221,0.8967044949531555,0.7934090197086334,negative
Chancellor's stock peaks with 'nudge' summer statement,0.6988949179649353,0.3011051118373871,0.3977898061275482,positive
'Not what a green recovery looks like': Rishi Sunak's plan gets mixed response,0.133584663271904,0.8664153218269348,0.7328306585550308,negative
"Stamp duty holiday may revive housing market, say experts",0.2933032512664795,0.7066967487335205,0.413393497467041,negative
"Politics live with Andrew Sparrow  UK coronavirus live: Rishi Sunak unveils stamp duty cut, furlough bonus and August discount for eating out – as it happened",0.36768877506256104,0.632311224937439,0.26462244987487793,negative
UK business leaders warn over closure of furlough scheme,0.05582313984632492,0.9441768527030945,0.8883537128567696,negative
Boohoo to launch independent review of UK supply chain,0.995685338973999,0.00431468803435564,0.9913706509396434,positive
"May worst month for Covid-19 impact on UK job market, ONS figures show",0.34928300976753235,0.65071702003479,0.3014340102672577,negative
Devolved nations call on Treasury for billions in extra spending,0.7378907203674316,0.26210927963256836,0.4757814407348633,positive
Boohoo must take fashion more seriously after factory scandal,0.17384852468967438,0.826151430606842,0.6523029059171677,negative
Scotland to keep 14-day quarantine for travellers from Spain,0.5361611247062683,0.4638388752937317,0.07232224941253662,positive
UK nominates Liam Fox to lead World Trade Organization,0.9917002320289612,0.008299686945974827,0.9834005450829864,positive
Rishi Sunak unveils stamp duty holiday and hospitality VAT cut,0.1114344522356987,0.8885655403137207,0.777131088078022,negative
"Ryanair to keep on UK-based crew in return for pay cuts, say unions",0.6483829021453857,0.35161715745925903,0.2967657446861267,positive
"Tati, much-loved French retailer, shuts up shop in Paris after 70 years",0.3166861832141876,0.6833138465881348,0.36662766337394714,negative
Summer statement 2020: the chancellor's key points at a glance,0.05510690063238144,0.9448931217193604,0.8897862210869789,negative
FirstGroup could cease trading as coronavirus hits passenger levels,0.5861971378326416,0.413802832365036,0.1723943054676056,positive
Grant Thornton fined over Conviviality audit failures,0.11666333675384521,0.88333660364151,0.7666732668876648,negative
Activists see Purdue bankruptcy case as last chance to call Sacklers to account,0.07110591232776642,0.92889404296875,0.8577881306409836,negative
Uber to launch London commuter boat service with Thames Clippers,0.9965233206748962,0.003476650919765234,0.993046669755131,positive
147 new Australian Covid-19 cases – as it happened,0.9292159080505371,0.0707840770483017,0.8584318310022354,positive
Stop trying to fight racism with corporate diversity consultants,0.5967268943786621,0.4032730162143707,0.19345387816429138,positive
Summer statement: Rishi Sunak plans temporary job creation scheme for under-25s,0.03222229704260826,0.967777669429779,0.9355553723871708,negative
Summer statement: the UK's Covid-19 economic crisis in five key charts,0.7161193490028381,0.28388065099716187,0.43223869800567627,positive
How Rishi Sunak could kickstart UK's post-lockdown economy,0.46666333079338074,0.5333366990089417,0.06667336821556091,negative
"Scam calls will rise as lockdown eases, says trading standards body",0.9180037379264832,0.08199629932641983,0.8360074386000633,positive
"Next, Asos and Amazon drop Boohoo amid Leicester factory claims",0.27542194724082947,0.7245780229568481,0.4491560757160187,negative
"Nils Pratley on finance  


  No business need at all now for a Chinese nuclear plant in the UK",0.96518474817276,0.03481519594788551,0.9303695522248745,positive
Thousands of Jaguar Land Rover logistics workers to lose jobs,0.6343168616294861,0.3656831681728363,0.2686336934566498,positive
Deutsche Bank to pay $150m fine to settle charges linked to Epstein dealings,0.17405900359153748,0.8259409070014954,0.6518819034099579,negative
Crime fiction boom as book sales rocket past 2019 levels,0.3131308853626251,0.6868690848350525,0.37373819947242737,negative
Business live  Markets slide as EC predicts deeper eurozone recession - as it happened,0.8008477687835693,0.19915220141410828,0.6016955673694611,positive
JD Sports warehouse in Rochdale hosts mobile Covid-19 lab after positive tests,0.777088463306427,0.2229115068912506,0.5541769564151764,positive
The pandemic has exposed the dark underside of fast fashion's supply chains,0.1968647986650467,0.8031351566314697,0.606270357966423,negative
"Lockdown living  


  Fast fashion creates misery – and that's always a bad look",0.1941385269165039,0.8058614730834961,0.6117229461669922,negative
