text,prob_pos,prob_neg,certainty,sentiment
"Cramer adds new stocks, recommends buying 12 laggards in his Covid-19 index",0.9413313865661621,0.0586685985326767,0.8826627880334854,positive
Marc Benioff says 35 states are now using Salesforce's contact tracing technology for coronavirus,0.9931228756904602,0.006877107545733452,0.9862457681447268,positive
Cramer's lightning round: Stay in Yeti,0.4619268476963043,0.5380731225013733,0.07614627480506897,negative
"The stay-at-home stocks surged as Texas paused reopening, Jim Cramer says",0.7188904881477356,0.281109482049942,0.4377810060977936,positive
"The Awaken America trade has taken a turn for the worse, Jim Cramer warns",0.7495458126068115,0.2504541873931885,0.49909162521362305,positive
Cramer's lightning round: Buy Ulta Beauty,0.6725468039512634,0.3274531960487366,0.34509360790252686,positive
Rhode Island governor mulls restrictions on travelers from coronavirus hotspot states,0.3673199415206909,0.6326801180839539,0.26536017656326294,negative
"Albertsons stock is worth buying at $25 after it IPOs, Jim Cramer says",0.8758400678634644,0.12415988743305206,0.7516801804304123,positive
"The U.S. recovery might not be V-shaped, but 'more like a square-root sign': Blackstone",0.13597612082958221,0.8640238642692566,0.7280477434396744,negative
We expect a U-shaped economic recovery: Strategist,0.9087799787521362,0.09122006595134735,0.8175599128007889,positive
Jim Cramer says playing Larry Williams' Fourth of July trade 'makes a lot of sense',0.4201236963272095,0.5798763036727905,0.15975260734558105,negative
Cramer's lightning round: Two thumbs up for AstraZeneca,0.39527276158332825,0.6047272086143494,0.20945444703102112,negative
Impossible Foods CEO says the meat industry will be obsolete in 15 years — 'That's our mission',0.39557191729545593,0.6044281125068665,0.20885619521141052,negative
"Spotify's story is starting to mirror Netflix's, Jim Cramer says",0.6663678884506226,0.33363214135169983,0.33273574709892273,positive
"Recession and recovery stocks are working, but the trend is not sustainable, Jim Cramer says",0.5768250823020935,0.4231749176979065,0.153650164604187,positive
Barstool's Dave Portnoy says he'll focus on sports betting when sports return,0.8457514643669128,0.15424856543540955,0.6915028989315033,positive
Cramer's lightning round: Caterpillar needs an acceleration of our economy,0.9357587099075317,0.06424132734537125,0.8715173825621605,positive
Nielsen CEO explains why he took on the additional role of chief diversity officer,0.14092634618282318,0.8590735793113708,0.7181472331285477,negative
"Charts suggest new highs 'could be on the table' for the S&P 500, Jim Cramer says",0.8364877700805664,0.1635122150182724,0.672975555062294,positive
Cramer's lightning round: A patient person can wait for GE to payoff,0.39989954233169556,0.6001005172729492,0.20020097494125366,negative
Jim Cramer: 10 bull markets on Wall Street and the stocks leading the way,0.6149216890335083,0.3850783407688141,0.2298433482646942,positive
Cramer's lightning round: STMicroelectronics is a 'very good company',0.983198344707489,0.016801614314317703,0.9663967303931713,positive
Union Pacific CEO sees 'signs of optimism' in multiple markets as economy recovers,0.3126847445964813,0.6873152852058411,0.37463054060935974,negative
"Royal Pharma came public in a 'golden age of medical research,' Jim Cramer says",0.6745732426643372,0.32542672753334045,0.3491465151309967,positive
Cramer advises investors to continue investing based on the 'new normal',0.6981655359268188,0.3018345534801483,0.39633098244667053,positive
"Cramer channels Wall Street legend Martin Zweig: 'Don't fight the tape, don't fight the Fed'",0.4232121706008911,0.5767878293991089,0.15357565879821777,negative
Cramer reacts to Trump administration's potential $1 trillion infrastructure proposal,0.9771101474761963,0.022889841347932816,0.9542203061282635,positive
Cramer's lightning round: Let's buy some Pinterest,0.7403151988983154,0.25968483090400696,0.48063036799430847,positive
Canopy Growth CEO expects weed will be legalized federally by 2022,0.31822025775909424,0.6817797422409058,0.3635594844818115,negative
"Campbell Soup CEO says June pantry sales are unusually high, despite reopening economy",0.45016488432884216,0.5498351454734802,0.09967026114463806,negative
Cramer's lightning round: Virgin Galactic is 'too dangerous a game for me',0.15863001346588135,0.8413700461387634,0.6827400326728821,negative
Jim Cramer: Investors concerned about spiking coronavirus cases should buy these stocks,0.7157717943191528,0.2842281758785248,0.43154361844062805,positive
Cramer recommends buying these 17 cloud stocks based on the 'Rule of 40',0.5060192942619324,0.4939807057380676,0.012038588523864746,positive
Cramer's week ahead: This is the 'most overbought market in history',0.8728901743888855,0.12710988521575928,0.7457802891731262,positive
Centene CEO calls for better education for at-risk youth as one solution to racial disparities,0.31378763914108276,0.6862123608589172,0.3724247217178345,negative
Cramer's lightning round: Alibaba is the only Chinese stock I recommend,0.5443170070648193,0.45568302273750305,0.08863398432731628,positive
Pullback on Nasdaq a good opportunity to join the uptrend: Daryl Guppy,0.816516101360321,0.18348385393619537,0.6330322474241257,positive
'The threats are becoming higher' — L3Harris CEO says tech is driving the future of warfare,0.5551036596298218,0.4448963701725006,0.11020728945732117,positive
"CEO of Tommy Hilfiger owner vows to 'do better' on corporate diversity, social justice",0.8840892910957336,0.11591066420078278,0.7681786268949509,positive
Cramer's lightning round: I don't want anything to do with a real estate development company,0.9563905000686646,0.04360952973365784,0.9127809703350067,positive
Cramer recommends buying these stocks after Thursday's brutal rout,0.33397820591926575,0.6660217642784119,0.3320435583591461,negative
Cramer's lightning round: Cloudflare is good,0.6635701656341553,0.33642980456352234,0.32714036107063293,positive
"Wall Street can't rally much higher without a coronavirus vaccine, Jim Cramer warns",0.093222975730896,0.906777024269104,0.813554048538208,negative
"Polaris has a 'once-in-a-generation opportunity,' Jim Cramer says",0.7774689197540283,0.22253115475177765,0.5549377650022507,positive
"Hertz's stock may look cheap, but Cramer cautions against buying it",0.2806163728237152,0.7193835973739624,0.4387672245502472,negative
Cramer's lightning round: General Mills and Axon Enterprise are worth a buy,0.760205864906311,0.23979410529136658,0.5204117596149445,positive
Cramer urges investors to be wary of airline and cruise stocks — buy these 5 winners instead,0.9928231239318848,0.007176882121711969,0.9856462418101728,positive
Markets could go even higher in this liquidity-driven rally: Professor,0.8683809638023376,0.13161905109882355,0.7367619127035141,positive
Expect the Fed to continue to provide support to propel economy: Strategist,0.9838626980781555,0.016137324273586273,0.9677253738045692,positive
Cramer's lightning round: Software maker Ping Identity is a buy,0.6301160454750061,0.3698839247226715,0.2602321207523346,positive
Cramer: These are the stocks that helped power the Nasdaq to a record high during the pandemic,0.12885364890098572,0.8711463809013367,0.742292732000351,negative
CEO of Airstream maker says new people are seeing benefits of traveling by RV during pandemic,0.15823939442634583,0.8417606949806213,0.6835213005542755,negative
Most global indexes have surpassed our 12-month targets: CIO,0.6642681360244751,0.3357318937778473,0.3285362422466278,positive
"The future of commerce needs more diverse voices, Shopify COO says",0.8960241079330444,0.10397585481405258,0.7920482531189919,positive
Cramer's lightning round: Macy's stock can go higher,0.6516320705413818,0.34836798906326294,0.3032640814781189,positive
Jim Cramer: The pandemic led to 'one of the greatest wealth transfers in history',0.574573814868927,0.4254262149333954,0.14914759993553162,positive
Nancy Pelosi calls for 'very strong' change in response to nationwide unrest,0.9037198424339294,0.09628009796142578,0.8074397444725037,positive
We stand behind our 3400 target for S&P 500 by Q1 2021: BMO Capital Markets,0.9725975394248962,0.02740250527858734,0.9451950341463089,positive
Crowdstrike CEO explains how the future of remote work and security will look,0.8384814858436584,0.16151852905750275,0.6769629567861557,positive
Cramer's lightning round: Microsoft fits the pattern of what this market wants,0.8562422394752502,0.14375773072242737,0.7124845087528229,positive
Jim Cramer: Investors are rotating into and out of these stocks,0.08555635064840317,0.9144436717033386,0.8288873210549355,negative
"China is the 'first leading indicator' of a rebound in autos, Marvell Tech CEO says",0.9746044874191284,0.02539546974003315,0.9492090176790953,positive
Cramer's lightning round: I'm starting to warm up again to Wells Fargo,0.2528911232948303,0.7471088767051697,0.49421775341033936,negative
"China and Europe 'bailed our stock market out,' Jim Cramer says",0.9055313467979431,0.09446865320205688,0.8110626935958862,positive
"Camping and RV stocks are 'back in a big way,' Jim Cramer says",0.2577650845050812,0.7422348856925964,0.48446980118751526,negative
Chipotle CEO on stores damaged in protests: 'We can patch up and fix',0.06560483574867249,0.9343951344490051,0.8687902987003326,negative
Jim Cramer on Wall Street's relation to George Floyd protests: 'The market has no conscience',0.22325004637241364,0.7767500281333923,0.5534999817609787,negative
Cramer's lightning round: Harley-Davidson is not a buy,0.04514164477586746,0.9548583030700684,0.9097166582942009,negative
Cramer's lightning round: Cognex manufactures in America and should be celebrated,0.8774242997169495,0.12257572263479233,0.7548485770821571,positive
"Salesforce and Costco are flashing buy signals to investors, Jim Cramer says",0.9526622891426086,0.047337714582681656,0.905324574559927,positive
Cramer's week ahead: This is a bad time for a trade war,0.5274990797042847,0.47250092029571533,0.054998159408569336,positive
It's a good time to take profits from the US stock market: Analyst,0.8283147811889648,0.17168523371219635,0.6566295474767685,positive
Cramer's lightning round: Buy AMD over Intel,0.34687307476997375,0.6531268954277039,0.3062538206577301,negative
"Jim Cramer says market still in for a 'rough ride,' suggests sticking with remote tech stocks",0.44709059596061707,0.5529093742370605,0.10581877827644348,negative
Marc Benioff: Salesforce's deal with AT&T is one of the 'largest transactions we've ever done',0.9971990585327148,0.002800926798954606,0.9943981317337602,positive
"HP CEO commits to company's buyback program, says stock is 'undervalued'",0.7637922167778015,0.2362077683210373,0.5275844484567642,positive
Cramer's lightning round: Waste Management is a buy,0.6717128753662109,0.32828712463378906,0.3434257507324219,positive
'I think they're confused' — Jim Cramer says bull investors have one thing wrong about the economy,0.12727250158786774,0.8727275133132935,0.7454550117254257,negative
Corteva Agriscience expects mid-Michigan floods to have a 'minimal impact' on revenue,0.5741821527481079,0.4258178770542145,0.14836427569389343,positive
Jim Cramer reveals what stocks to own if betting on a V-shaped recovery,0.24404758214950562,0.7559524178504944,0.5119048357009888,negative
Cramer's lightning round: Canopy is 'most legit' of the cannabis stocks,0.8429277539253235,0.15707218647003174,0.6858555674552917,positive
Jim Cramer shakes up his Cramer Covid-19 Index: Wall Street is 'more confident' about a recovery,0.3878786861896515,0.6121212840080261,0.22424259781837463,negative
"Target saw strength in April 'across our entire portfolio,' CEO Brian Cornell says",0.8992541432380676,0.10074583441019058,0.798508308827877,positive
"Shelter-in-place will have a 'lasting impact on consumer behavior,' Jim Cramer says",0.9171544313430786,0.08284563571214676,0.8343087956309319,positive
Cramer's lightning round: I prefer Tesla to Ford,0.15450352430343628,0.845496416091919,0.6909928917884827,negative
'Wall Street doesn't like ad hominem' — Jim Cramer warns of renewed U.S.-China tensions,0.3554951548576355,0.6445048451423645,0.289009690284729,negative
Cramer's lightning round: Consolidation is a 'positive' for Citrix Systems,0.9208608865737915,0.07913912832736969,0.8417217582464218,positive
"FAANG emerges as the latest group to lead the market, Jim Cramer says",0.9805247783660889,0.019475214183330536,0.9610495641827583,positive
Lowe's to support reopening minority businesses with $25 million in grants,0.9851576089859009,0.01484241709113121,0.9703151918947697,positive
Small and mid-cap equities are more reflective of the real U.S. economy: Wells Fargo,0.43091052770614624,0.5690894722938538,0.13817894458770752,negative
"Coronavirus is powering the rush for web-based contact centers, Five9 CEO says",0.6970936059951782,0.302906334400177,0.3941872715950012,positive
"'We've probably taken a depression off the table,' Jim Cramer says",0.12485182285308838,0.8751482367515564,0.750296413898468,negative
Cramer's lightning round: Disney is going to get through this,0.450540691614151,0.5494593381881714,0.09891864657402039,negative
Jim Cramer: Chart action suggests more upside if the S&P 500 breaks key hurdle,0.27860015630722046,0.7213999032974243,0.44279974699020386,negative
Cramer's lightning round: Penske Automotive is 'a very inexpensive stock',0.9576753973960876,0.04232458770275116,0.9153508096933365,positive
Jim Cramer advises investors not to get too optimistic over Moderna vaccine progress,0.039750516414642334,0.9602494835853577,0.9204989671707153,negative
Here's what's driving stocks higher despite mounting economic worries: Kevin O'Leary,0.10507271438837051,0.8949272632598877,0.7898545488715172,negative
DraftKings CEO: esports betting surged during pandemic due to 'pent-up demand' for sports,0.5468440055847168,0.4531559646129608,0.09368804097175598,positive
Cramer's lightning round: Never buy Caterpillar going into a recession,0.15367615222930908,0.8463238477706909,0.6926476955413818,negative
Cramer's week ahead: 'All bets are off' if another U.S.-China trade war sparks,0.04827118664979935,0.9517288208007812,0.9034576341509819,negative
We favor US stocks over non-US stocks: Wells Fargo,0.46853986382484436,0.531460165977478,0.06292030215263367,negative
"New membership sign-ups 'on par' with last year, Planet Fitness CEO says",0.7245780229568481,0.27542194724082947,0.4491560757160187,positive
Cramer's lightning round: Callaway Golf is a stock investors can get long on,0.3144187927246094,0.6855811476707458,0.3711623549461365,negative
"The big chains will be the last survivors without more stimulus relief, Jim Cramer warns",0.45035937428474426,0.5496405959129333,0.09928122162818909,negative
"Charts suggest more pain is in store before market reaches a 'buyable bottom,' Jim Cramer says",0.3805215060710907,0.6194784641265869,0.23895695805549622,negative
Cisco CEO Chuck Robbins: The future post-pandemic workplace will be based on a 'hybrid model',0.6577582955360413,0.34224170446395874,0.3155165910720825,positive
Cramer's lightning round: Shopify is the 'hottest stock in the market',0.9394705891609192,0.06052938848733902,0.8789412006735802,positive
"Charts show Nvidia, AMD and Qualcomm have 'a lot more room to run,' Jim Cramer says",0.7985798120498657,0.20142026245594025,0.5971595495939255,positive
"Jim Cramer reveals his playbook, says investors can start slowly buying stocks Thursday afternoon",0.6590211987495422,0.3409787714481354,0.31804242730140686,positive
"The US is running out of time to stave off a depression without reopening, Jim Cramer warns",0.11858909577131271,0.8814108967781067,0.762821801006794,negative
"Uber should be willing to pay more in 'genius move' to buy GrubHub, Jim Cramer says",0.8820220232009888,0.11797800660133362,0.7640440165996552,positive
Cramer's lightning round: Dow Inc is 'not doing well',0.36399298906326294,0.6360070109367371,0.2720140218734741,negative
Speaker Nancy Pelosi: $3 trillion coronavirus relief bill is a 'big ticket' for a 'big problem',0.8644249439239502,0.135575070977211,0.7288498729467392,positive
"Kevin O'Leary: If you're worried about dividend cuts, it's 'time to use actively managed ETFs'",0.20063599944114685,0.7993640899658203,0.5987280905246735,negative
"Coronavirus has ushered in the 'death of the call center,' LivePerson CEO says",0.21022872626781464,0.789771318435669,0.5795425921678543,negative
Cramer's lightning round: 'You don't want to be around any company cutting dividends',0.14187486469745636,0.8581252098083496,0.7162503451108932,negative
Jim Cramer reviews top 10 stocks 'for this difficult moment' on the 'Cramer Covid-19 Index',0.5367075204849243,0.46329250931739807,0.07341501116752625,positive
"'Quality really matters' for investors in 2020, says 'Shark Tank's' Kevin O'Leary",0.7587788105010986,0.24122117459774017,0.5175576359033585,positive
"Dividend payers are still 'winners in this market,' ETF analyst says. Here's why",0.1316748708486557,0.8683251738548279,0.7366503030061722,negative
"Financials are flashing a 'warning sign' to investors, says trader",0.163545623421669,0.8364543914794922,0.6729087680578232,negative
Norwegian Cruise Line CEO: 'We expect to sail sometime in 2020',0.31837916374206543,0.6816208362579346,0.36324167251586914,negative
Cramer's lightning round: 'I do not like the bank stocks',0.014813886024057865,0.9851861596107483,0.9703722735866904,negative
Jim Cramer on Moderna vaccine-sparked rally: 'Let's not get ahead of ourselves',0.08620801568031311,0.9137920141220093,0.8275839984416962,negative
'It was suddenly Cyber Monday' — Etsy CEO says sales spiked 79% in April,0.19574777781963348,0.8042522072792053,0.6085044294595718,negative
Beyond Meat CEO looks to 'win consumers' over during meat supply shortage with 'value packs',0.6429650783538818,0.3570348918437958,0.28593018651008606,positive
Jim Cramer on Wall Street trading trends: 'This action makes little sense',0.3436996042728424,0.65630042552948,0.3126008212566376,negative
Cramer's lightning round: 'General Dynamics is a very good long-term hold',0.9957352876663208,0.0042646341025829315,0.9914706535637379,positive
"Facebook, Alphabet and Amazon are in a 'three-horse race' in advertising, Jim Cramer says",0.8865678310394287,0.11343220621347427,0.7731356248259544,positive
Markets are seeing light at the end of the tunnel: Fidelity,0.3815651535987854,0.6184347867965698,0.23686963319778442,negative
Masimo CEO says its remote oxygen monitors were made to mitigate diseases like coronavirus,0.2579987049102783,0.7420012950897217,0.48400259017944336,negative
Cramer's lighting round: JPMorgan Chase is an 'out-of-favor stock',0.7164170145988464,0.2835829257965088,0.43283408880233765,positive
"The 'beginning of the end' of the health-care recession is 'finally arising,' Jim Cramer says",0.49526992440223694,0.5047301054000854,0.00946018099784851,negative
"Many restaurants would 'shut down completely' under Tennessee's reopening guidelines, Jim Cramer says",0.3305792510509491,0.6694207787513733,0.3388415277004242,negative
Emergent Biosolutions CEO on Trump's promise for a vaccine this year — 'Nobody can guarantee anything',0.058884698897600174,0.9411153197288513,0.8822306208312511,negative
"Cramer's lightning round: 'If I really want solar, I want Tesla'",0.3469837009906769,0.6530162692070007,0.30603256821632385,negative
"Warren Buffett's exit from airline stocks is a wake-up call for index investors, Jim Cramer says",0.6551016569137573,0.34489840269088745,0.3102032542228699,positive
'She had the vision' — Salesforce's Benioff cites Rhode Island governor for contact tracing tools,0.6788328289985657,0.3211671710014343,0.35766565799713135,positive
Here's how dividend-based ETFs are managing shareholder payout cuts: Issuer,0.49578866362571716,0.5042113065719604,0.008422642946243286,negative
Time to sell in May and go away?,0.897335946559906,0.10266400128602982,0.7946719452738762,positive
Clorox CEO boosts ad spend by $50 million as disinfectant demand surges amid coronaviurs pandemic,0.5184547305107117,0.48154523968696594,0.03690949082374573,positive
Cramer's week ahead: Wall Street is having a 'curb-your-enthusiasm moment',0.31864413619041443,0.6813558340072632,0.36271169781684875,negative
Cramer's lightning round: I am worried about Twilio,0.12501196563243866,0.8749880194664001,0.7499760538339615,negative
"Estee Lauder CEO: 'Consumer finds a way to get the product,' as online sales grow double digits",0.8493474125862122,0.15065252780914307,0.6986948847770691,positive
'I think Reynolds is attractive' — Cramer makes buy call on newly public consumer goods company,0.6883112788200378,0.3116886615753174,0.37662261724472046,positive
Cramer's lightning round: Wait for Raytheon to go lower and then buy,0.11431907117366791,0.8856809139251709,0.771361842751503,negative
Cramer says his most trusted indicator 'makes me concerned' about the market's trajectory,0.13335877656936646,0.8666412234306335,0.7332824468612671,negative
Payroll processor ADP CEO says hiring data indicate the jobs market has begun to 'stabilize',0.09154440462589264,0.9084556102752686,0.8169112056493759,negative
Cramer's lightning round: I am all over TJX,0.11858909577131271,0.8814108967781067,0.762821801006794,negative
Jim Cramer on Wednesday's rally: 'Remdesivir is just what the doctor ordered',0.23939380049705505,0.7606062293052673,0.5212124288082123,negative
"Jim Cramer reacts to AMD, Starbucks, Boeing, GE and Alphabet earnings reports",0.4465399980545044,0.5534600615501404,0.10692006349563599,negative
Look to small-cap stocks for returns as markets recover: Citi,0.4555467963218689,0.5444532632827759,0.08890646696090698,negative
"Nucor CEO sticks by dividend, predicts steel price bottom in second quarter",0.5097185969352722,0.4902813732624054,0.01943722367286682,positive
Cramer's lightning round: 'I have no long case for GM',0.36257413029670715,0.6374258399009705,0.2748517096042633,negative
"Wall Street's 'incredibly strong month' is based on 'hope,' Jim Cramer warns",0.6817598938941956,0.31824010610580444,0.3635197877883911,positive
Bulk of S&P 500 dividend yield looks 'sustainable' to me: Savita Subramanian,0.9796870946884155,0.02031290903687477,0.9593741856515408,positive
Nvidia completes 'homerun deal' after closing $7 billion acquisition of Mellanox,0.7833262085914612,0.21667379140853882,0.5666524171829224,positive
Jim Cramer: Remember these stocks the 'next time the market rolls over',0.3403207063674927,0.6596792340278625,0.3193585276603699,negative
Cramer's lightning round: I would be a buyer of Slack,0.2623690664768219,0.7376309037208557,0.4752618372440338,negative
"The 'new normal' is a lot less investable as states reopen, Jim Cramer says",0.6809913516044617,0.3190086781978607,0.36198267340660095,positive
Technical analysis on oil and markets,0.6853179931640625,0.3146820068359375,0.370635986328125,positive
Cramer's lightning round: IHS Markit is a fintech that 'should be bought',0.32340681552886963,0.6765931844711304,0.35318636894226074,negative
Cramer's week ahead: This earnings week will be a 'tougher test',0.5406510233879089,0.4593489468097687,0.08130207657814026,positive
"'We are making a lot of money' amid the oil supply glut, Nordic American Tankers CEO says",0.8773717880249023,0.12262824177742004,0.7547435462474823,positive
"Impossible Foods CFO says its plant-based meat will soon be available in nearly 1,000 stores in US",0.8181926608085632,0.18180730938911438,0.6363853514194489,positive
We don't want our clients to chase this bounce: Strategist,0.930268406867981,0.06973154842853546,0.8605368584394455,positive
Jim Cramer: Stop buying index funds and buy these 'Covid winners',0.9447912573814392,0.055208683013916016,0.8895825743675232,positive
"Inovio expects to finish recruiting coronavirus vaccine volunteers by end of April, CEO says",0.5025860071182251,0.4974140226840973,0.005171984434127808,positive
Domino's CEO on advertising spending: 'We're not slowing down at all',0.03491377830505371,0.9650862812995911,0.9301725029945374,negative
Cramer's lightning round: Marvell Technology is 'Mr. 5G',0.977262556552887,0.022737447172403336,0.9545251093804836,positive
"European, US markets could fall 15% 'below the lows we've already seen': Strategist",0.008985428139567375,0.9910145401954651,0.9820291120558977,negative
Digital Realty CEO says sustainability efforts are 'table stakes today',0.35765165090560913,0.6423483490943909,0.28469669818878174,negative
Cramer's lightning round: I think Roku is good,0.5474338531494141,0.4525662064552307,0.09486764669418335,positive
"Victoria's Secret's woes are a microcosm for shopping malls, Jim Cramer says",0.8646537065505981,0.13534632325172424,0.7293073832988739,positive
"Stocks of 'good corporate citizens' such as Chipotle, Netflix are thriving, Jim Cramer says",0.896885335445404,0.10311470925807953,0.7937706261873245,positive
"S&P 500 faces more weakness as pressure builds, chart analyst warns",0.35548117756843567,0.6445187926292419,0.2890376150608063,negative
Trump taps medical supplies-maker Puritan Medical to ramp up coronavirus swab testing production,0.865508496761322,0.1344914734363556,0.7310170233249664,positive
Markets may see middle of a V- and U-shaped recovery: Fidelity Investments,0.6235488057136536,0.37645119428634644,0.24709761142730713,positive
"Charts show the US could be able to reopen for business in three weeks, Jim Cramer says",0.9620006084442139,0.03799937665462494,0.9240012317895889,positive
Cramer's lightning round: I like Broadcom so much,0.23111490905284882,0.7688850164413452,0.5377701073884964,negative
Jim Cramer says it's a 'mistake' for investors to read too deep into the oil collapse,0.31457674503326416,0.6854233145713806,0.37084656953811646,negative
"These stocks young investors are buying are 'very good for speculation,' Jim Cramer says",0.7427484393119812,0.2572516202926636,0.4854968190193176,positive
"Coronavirus harms the oil market more than OPEC friction, oil commodities expert says",0.6331834197044373,0.36681652069091797,0.2663668990135193,positive
Jim Cramer: Chipotle is a buy at this price,0.868882417678833,0.131117582321167,0.737764835357666,positive
"Oil market is 'emblematic' of everything wrong with the economy, Jim Cramer says",0.4678483307361603,0.5321515798568726,0.06430324912071228,negative
Jim Cramer: Banks 'may need to say goodbye to their dividends',0.0955180674791336,0.9044819474220276,0.808963879942894,negative
Jim Cramer advises investors to sell these groups of stocks 'whenever they bounce',0.9097066521644592,0.09029333293437958,0.8194133192300797,positive
Cramer's lightning round: How to trade Delta Air Lines,0.9724932312965393,0.02750680409371853,0.9449864272028208,positive
Chubb CEO: Forcing insurers to pay pandemic loss claims is 'plainly unconstitutional',0.09679113328456879,0.90320885181427,0.8064177185297012,negative
Jim Cramer: Johnson & Johnson vaccine candidate makes these stocks compelling,0.7854732275009155,0.21452681720256805,0.5709464102983475,positive
Cramer's lightning round: Amarin has been 'too much of a dice roll',0.037714820355176926,0.9622852206230164,0.9245704002678394,negative
Jim Cramer: 18 stock picks worth owning over the S&P 500,0.36514535546302795,0.6348546147346497,0.2697092592716217,negative
"Parsley Energy CEO says Texas must cut oil production, which hasn't happened since the 1970s",0.0630771592259407,0.9369227886199951,0.8738456293940544,negative
The US consumer will guide the economy to a nice recovery: Strategist,0.8116014003753662,0.18839862942695618,0.62320277094841,positive
Cramer on viral 'Mad Money' picture: A 'seething anger sweeping this country' aimed at Wall Street,0.8388778567314148,0.1611221581697464,0.6777556985616684,positive
Cramer's lightning round: Tesla goes higher. Period,0.31806135177612305,0.6819385886192322,0.36387723684310913,negative
GlaxoSmithKline CEO calls coronavirus vaccine partnership with Sanofi 'unprecedented collaboration',0.9090225100517273,0.09097748249769211,0.8180450275540352,positive
"CARES Act opens path for companies to offer tax-free student loan benefits, startup Goodly CEO says",0.9824568033218384,0.017543187364935875,0.9649136159569025,positive
